ID	Date	Latitude	Longitude	Accuracy	Battery	Interval	Acceleration	Activity	Date	
5107250619	1393379258638	37.8738619	-122.2589218	28.717	82	30000	0.9533692	still77unknown15in_vehicle7	Tue Feb 25 17:47:39 PST 2014	
5107250619	1393379288693	37.8738668	-122.2588865	25.0	82	30000	0.99169916	still67in_vehicle17unknown15	Tue Feb 25 17:48:09 PST 2014	
5107250619	1393379318704	37.8739427	-122.2587991	32.0	82	30000	0.9533692	still67in_vehicle17unknown15	Tue Feb 25 17:48:41 PST 2014	
5107250619	1393379348764	37.8738502	-122.2589448	26.994	82	30000	0.9541016	still84unknown15	Tue Feb 25 17:49:10 PST 2014	
5107250619	1393379378765	37.8739169	-122.2589224	35.0	82	30000	0.9604492	still53unknown46	Tue Feb 25 17:49:40 PST 2014	
5107250619	1393379408782	37.8739234	-122.2589034	32.0	82	30000	1.0070801	still61unknown23in_vehicle15	Tue Feb 25 17:50:10 PST 2014	
5107250619	1393379438839	37.8739318	-122.2588828	32.551	82	30000	0.9753418	still77unknown15in_vehicle7	Tue Feb 25 17:50:40 PST 2014	
5107250619	1393379468856	37.8739312	-122.2588356	35.89	82	30000	0.9624024	unknown54still38in_vehicle7	Tue Feb 25 17:51:11 PST 2014	
5107250619	1393379498881	37.8739165	-122.2588825	32.247	82	30000	0.9523926	still56in_vehicle34unknown9	Tue Feb 25 17:51:40 PST 2014	
5107250619	1393379528914	37.8738453	-122.2590769	27.554	81	30000	0.9345703	still56in_vehicle34unknown9	Tue Feb 25 17:52:11 PST 2014	
5107250619	1393379558940	37.8739107	-122.2588412	25.0	81	30000	1.0610353	still77unknown15in_vehicle7	Tue Feb 25 17:52:41 PST 2014	
5107250619	1393379588970	37.873846	-122.2589888	26.0	81	30000	0.95141596	still69unknown23in_vehicle7	Tue Feb 25 17:53:11 PST 2014	
5107250619	1393379618986	37.8738479	-122.2590587	30.0	81	30000	0.95141596	still77unknown15in_vehicle7	Tue Feb 25 17:53:41 PST 2014	
5107250619	1393379649011	37.873875	-122.2590065	33.388	81	30000	0.9152832	still69unknown23in_vehicle7	Tue Feb 25 17:54:11 PST 2014	
5107250619	1393379679040	37.8739423	-122.2588274	36.716	81	30000	0.92602545	still77unknown15in_vehicle7	Tue Feb 25 17:54:41 PST 2014	
5107250619	1393379709511	37.8739215	-122.2588439	35.105	81	30000	0.9360351	still77unknown15in_vehicle7	Tue Feb 25 17:55:11 PST 2014	
5107250619	1393379739607	37.8738735	-122.2588978	30.545	81	30000	0.94970703	still65in_vehicle18unknown15	Tue Feb 25 17:55:40 PST 2014	
5107250619	1393379769591	37.8738854	-122.2589633	25.92	81	30000	0.94580084	still65in_vehicle18unknown15	Tue Feb 25 17:56:22 PST 2014	
5107250619	1393379799614	37.8739264	-122.2588811	32.551	81	30000	0.89697266	still69unknown23in_vehicle7	Tue Feb 25 17:56:50 PST 2014	
5107250619	1393379829623	37.8738626	-122.2589146	38.933	81	30000	0.9584961	still61unknown23in_vehicle15	Tue Feb 25 17:57:11 PST 2014	
